住宅価格の中央値,経度,緯度,築年数の中央値,合計部屋数,合計ベッドルーム数,人口,世帯数,収入の中央値,海への近さ
232500.0,-117.92,33.88,52.0,1270.0,276.0,609.0,211.0,3.75,<1H OCEAN
61300.0,-121.65,40.88,15.0,2909.0,549.0,1537.0,522.0,3.0179,INLAND
213500.0,-118.28,34.08,39.0,3162.0,896.0,1934.0,818.0,2.875,<1H OCEAN
220100.0,-118.53,34.45,10.0,5509.0,969.0,3002.0,959.0,5.5981,<1H OCEAN
155100.0,-118.3,33.91,30.0,1842.0,476.0,1491.0,420.0,3.0147,<1H OCEAN
339000.0,-118.36,33.82,36.0,1784.0,311.0,901.0,293.0,6.2247,<1H OCEAN
301800.0,-117.97,33.73,19.0,4154.0,560.0,2130.0,589.0,7.2845,<1H OCEAN
156300.0,-122.03,37.98,16.0,1209.0,477.0,627.0,482.0,1.3894,NEAR BAY
59400.0,-121.71,39.41,22.0,1814.0,342.0,941.0,323.0,2.1728,INLAND
348000.0,-117.64,33.59,4.0,3274.0,383.0,1312.0,390.0,8.1611,<1H OCEAN
190200.0,-117.97,33.84,35.0,793.0,128.0,589.0,137.0,5.25,<1H OCEAN
213100.0,-121.83,37.26,7.0,3609.0,751.0,1739.0,682.0,4.5033,<1H OCEAN
117600.0,-117.19,34.05,52.0,1949.0,432.0,767.0,392.0,2.5143,INLAND
133500.0,-120.45,37.31,20.0,4379.0,753.0,2055.0,716.0,3.7652,INLAND
253700.0,-122.39,37.76,52.0,3390.0,691.0,1645.0,596.0,3.7051,NEAR BAY
223100.0,-122.05,37.54,25.0,4209.0,731.0,2568.0,703.0,5.2882,NEAR BAY
342600.0,-117.96,33.71,19.0,4328.0,849.0,2243.0,808.0,5.5702,<1H OCEAN
143000.0,-115.55,32.98,33.0,2266.0,365.0,952.0,360.0,5.4349,INLAND
433300.0,-122.49,37.73,37.0,1399.0,224.0,530.0,235.0,3.9219,NEAR OCEAN
362800.0,-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,NEAR BAY
96700.0,-117.37,33.98,43.0,2862.0,772.0,1878.0,675.0,2.1151,INLAND
206900.0,-117.87,34.08,33.0,3630.0,800.0,2257.0,796.0,3.2469,<1H OCEAN
500001.0,-118.36,34.12,26.0,3902.0,610.0,1468.0,632.0,8.5136,<1H OCEAN
413000.0,-118.47,34.01,27.0,1782.0,471.0,837.0,422.0,3.7727,<1H OCEAN
165300.0,-117.88,34.12,35.0,1574.0,276.0,1088.0,289.0,4.0938,<1H OCEAN
76400.0,-122.37,37.95,32.0,1298.0,363.0,716.0,268.0,0.9797,NEAR BAY
72200.0,-119.79,36.83,15.0,3356.0,694.0,1232.0,627.0,2.2215,INLAND
100000.0,-123.21,39.14,15.0,2235.0,545.0,1376.0,516.0,1.9032,<1H OCEAN
500001.0,-118.83,34.14,16.0,1316.0,194.0,450.0,173.0,10.1597,NEAR OCEAN
167100.0,-118.61,34.59,5.0,4028.0,896.0,2062.0,826.0,4.0579,INLAND
252600.0,-117.79,33.88,17.0,8562.0,1351.0,3822.0,1316.0,6.0829,<1H OCEAN
120700.0,-121.3,38.14,17.0,3507.0,696.0,1867.0,709.0,3.2123,INLAND
86900.0,-120.6,37.36,27.0,2521.0,484.0,1307.0,456.0,3.0911,INLAND
277300.0,-121.97,37.28,27.0,2427.0,403.0,1301.0,438.0,5.0385,<1H OCEAN
162200.0,-121.9,38.0,14.0,1930.0,363.0,990.0,322.0,4.1094,INLAND
111300.0,-120.3,38.04,6.0,1281.0,245.0,422.0,160.0,3.2875,INLAND
170500.0,-121.23,38.71,18.0,4947.0,714.0,2227.0,675.0,4.8542,INLAND
179600.0,-117.97,33.77,22.0,2244.0,575.0,1543.0,533.0,2.6618,<1H OCEAN
223900.0,-122.04,36.96,44.0,1294.0,269.0,645.0,259.0,3.2437,NEAR OCEAN
291100.0,-122.63,38.21,22.0,2933.0,461.0,1283.0,449.0,6.2034,<1H OCEAN
112500.0,-119.45,36.09,18.0,408.0,82.0,253.0,75.0,2.0313,INLAND
174400.0,-117.14,32.92,15.0,1558.0,314.0,949.0,332.0,5.2864,<1H OCEAN
343300.0,-122.1,37.41,33.0,6277.0,1274.0,3025.0,1211.0,5.4721,NEAR BAY
43000.0,-121.32,37.95,40.0,964.0,230.0,742.0,209.0,1.2625,INLAND
350000.0,-122.46,37.78,52.0,2594.0,622.0,1421.0,593.0,3.0265,NEAR BAY
175000.0,-121.19,37.81,8.0,4019.0,857.0,1959.0,782.0,2.7321,INLAND
231700.0,-117.58,34.14,7.0,11818.0,1745.0,5499.0,1600.0,5.3678,INLAND
366700.0,-117.93,33.61,27.0,1806.0,465.0,791.0,358.0,3.8125,<1H OCEAN
84300.0,-115.55,32.78,5.0,2652.0,606.0,1767.0,536.0,2.8025,INLAND
404500.0,-117.16,33.06,16.0,1988.0,279.0,770.0,252.0,5.8661,NEAR OCEAN
213400.0,-118.06,33.82,24.0,3983.0,675.0,1568.0,638.0,4.6458,<1H OCEAN
155000.0,-118.21,34.04,52.0,846.0,271.0,1153.0,281.0,2.1923,<1H OCEAN
305400.0,-118.87,34.22,14.0,3108.0,451.0,1566.0,434.0,6.2423,<1H OCEAN
363200.0,-118.45,33.99,52.0,1010.0,244.0,573.0,242.0,4.1861,<1H OCEAN
50000.0,-114.94,34.55,20.0,350.0,95.0,119.0,58.0,1.625,INLAND
225400.0,-117.68,34.0,5.0,3761.0,580.0,2335.0,648.0,5.7338,INLAND
83300.0,-117.2,33.71,24.0,4210.0,920.0,1283.0,829.0,2.0881,<1H OCEAN
411300.0,-117.2,33.07,5.0,10394.0,1617.0,4496.0,1553.0,5.9289,NEAR OCEAN
171900.0,-118.07,33.93,5.0,906.0,187.0,1453.0,158.0,4.125,<1H OCEAN
270800.0,-122.53,37.97,52.0,1560.0,451.0,700.0,419.0,2.5125,NEAR BAY
389500.0,-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,NEAR BAY
286800.0,-117.7,33.63,16.0,4428.0,745.0,1525.0,682.0,5.2325,<1H OCEAN
83300.0,-117.11,32.7,37.0,2045.0,502.0,1920.0,472.0,1.8125,NEAR OCEAN
58700.0,-119.79,36.77,43.0,2323.0,502.0,1144.0,471.0,2.3967,INLAND
406300.0,-118.19,33.83,42.0,1773.0,360.0,815.0,299.0,4.9,NEAR OCEAN
141200.0,-118.2,33.92,45.0,1283.0,,1025.0,248.0,3.2798,<1H OCEAN
143100.0,-121.03,39.26,49.0,3739.0,759.0,1422.0,606.0,2.4283,INLAND
277500.0,-117.8,33.92,16.0,5819.0,986.0,2306.0,914.0,4.6315,<1H OCEAN
114300.0,-118.25,34.02,35.0,1368.0,486.0,2239.0,461.0,1.913,<1H OCEAN
120000.0,-121.35,38.68,20.0,7085.0,1222.0,3455.0,1229.0,4.3118,INLAND
362300.0,-122.04,36.97,30.0,2695.0,424.0,1098.0,420.0,5.3972,NEAR OCEAN
500001.0,-118.48,34.04,47.0,1956.0,277.0,724.0,277.0,8.9616,<1H OCEAN
251000.0,-117.6,33.91,15.0,1864.0,271.0,1006.0,288.0,7.2379,INLAND
220800.0,-122.28,37.77,52.0,1468.0,363.0,870.0,347.0,2.9688,NEAR BAY
82000.0,-119.71,36.79,34.0,1891.0,323.0,966.0,355.0,3.6681,INLAND
230800.0,-117.98,33.83,32.0,1133.0,166.0,523.0,187.0,6.213,<1H OCEAN
138900.0,-117.09,32.57,17.0,444.0,83.0,357.0,87.0,5.1478,NEAR OCEAN
54300.0,-115.99,33.4,15.0,1945.0,536.0,515.0,273.0,2.0109,INLAND
390100.0,-122.22,37.81,52.0,2927.0,402.0,1021.0,380.0,8.1564,NEAR BAY
85300.0,-122.62,38.73,21.0,1425.0,323.0,727.0,287.0,2.1474,INLAND
212300.0,-117.99,33.94,30.0,2395.0,565.0,1214.0,521.0,3.7045,<1H OCEAN
235000.0,-119.2,34.25,18.0,3208.0,643.0,1973.0,614.0,3.8162,NEAR OCEAN
92400.0,-117.37,33.97,34.0,3676.0,697.0,2653.0,682.0,2.5804,INLAND
164400.0,-118.17,33.98,27.0,1871.0,556.0,2542.0,581.0,2.8427,<1H OCEAN
310600.0,-117.11,32.91,15.0,1840.0,235.0,855.0,241.0,7.5992,<1H OCEAN
500001.0,-122.45,37.81,52.0,1375.0,322.0,287.0,184.0,3.9028,NEAR BAY
297900.0,-122.47,37.66,18.0,4172.0,806.0,3226.0,790.0,5.7535,NEAR OCEAN
90800.0,-117.17,34.51,15.0,5151.0,942.0,2896.0,897.0,3.4875,INLAND
117700.0,-121.02,36.94,33.0,1541.0,313.0,880.0,272.0,2.5074,INLAND
120700.0,-118.36,34.03,38.0,2365.0,638.0,2259.0,607.0,2.0879,<1H OCEAN
115100.0,-118.18,34.05,41.0,616.0,196.0,814.0,180.0,3.3333,<1H OCEAN
190000.0,-121.77,36.93,33.0,1406.0,317.0,1075.0,301.0,3.2813,<1H OCEAN
302600.0,-118.9,34.18,20.0,1288.0,179.0,539.0,181.0,5.8652,<1H OCEAN
364300.0,-122.44,37.77,52.0,2705.0,647.0,1355.0,628.0,2.0161,NEAR BAY
384700.0,-118.4,34.16,35.0,1354.0,284.0,501.0,262.0,3.8056,<1H OCEAN
172100.0,-118.3,34.18,5.0,5492.0,1549.0,2997.0,1405.0,3.3205,<1H OCEAN
135900.0,-121.26,38.74,22.0,7173.0,1314.0,3526.0,1316.0,3.3941,INLAND
116700.0,-117.05,34.01,27.0,5484.0,1205.0,2645.0,1131.0,2.1927,INLAND
228000.0,-121.87,37.29,18.0,1892.0,568.0,974.0,553.0,2.3715,<1H OCEAN
200000.0,-118.36,34.18,31.0,1109.0,354.0,1119.0,334.0,2.3056,<1H OCEAN
419200.0,-122.32,37.52,26.0,4042.0,591.0,1611.0,578.0,8.4693,NEAR OCEAN
81000.0,-116.48,33.94,10.0,3254.0,913.0,923.0,486.0,1.8,INLAND
184400.0,-121.76,37.69,29.0,3433.0,711.0,1919.0,709.0,3.3841,INLAND
114500.0,-121.02,37.68,25.0,3262.0,588.0,1834.0,578.0,3.996,INLAND
195700.0,-118.89,34.28,30.0,917.0,157.0,678.0,171.0,5.8133,<1H OCEAN
217300.0,-122.39,37.73,43.0,4864.0,972.0,3134.0,959.0,4.3393,NEAR BAY
56400.0,-119.78,36.75,31.0,1404.0,379.0,1515.0,387.0,1.2813,INLAND
198100.0,-117.17,32.82,24.0,1623.0,417.0,911.0,397.0,2.7401,NEAR OCEAN
197500.0,-122.09,37.68,41.0,1382.0,353.0,704.0,314.0,3.5114,NEAR BAY
295300.0,-117.2,32.85,22.0,3501.0,631.0,1297.0,581.0,4.7891,NEAR OCEAN
88200.0,-118.24,33.91,40.0,972.0,240.0,761.0,225.0,1.4688,<1H OCEAN
70600.0,-119.05,36.06,23.0,2344.0,407.0,1184.0,406.0,3.1625,INLAND
146700.0,-121.32,38.21,27.0,2643.0,467.0,1455.0,444.0,3.6398,INLAND
116500.0,-118.95,34.83,18.0,3278.0,762.0,1338.0,550.0,2.9891,INLAND
123000.0,-122.26,38.04,41.0,2512.0,539.0,1179.0,480.0,2.694,NEAR BAY
137500.0,-120.69,37.4,46.0,860.0,130.0,496.0,147.0,3.5167,INLAND
450400.0,-117.8,33.64,8.0,4447.0,713.0,1680.0,705.0,8.8693,<1H OCEAN
146300.0,-120.61,37.32,18.0,5009.0,826.0,2497.0,805.0,4.25,INLAND
500001.0,-117.93,33.9,30.0,2629.0,331.0,956.0,319.0,9.9071,<1H OCEAN
137000.0,-117.66,34.07,36.0,2072.0,408.0,964.0,395.0,2.8702,INLAND
108100.0,-121.39,38.59,33.0,2091.0,468.0,1053.0,470.0,2.2264,INLAND
265600.0,-118.3,33.75,42.0,967.0,175.0,481.0,163.0,5.6611,<1H OCEAN
88300.0,-117.31,34.05,6.0,7423.0,2111.0,4092.0,1789.0,2.7002,INLAND
165000.0,-118.22,34.09,45.0,1072.0,275.0,996.0,243.0,2.8194,<1H OCEAN
199600.0,-117.21,32.83,28.0,3241.0,533.0,1334.0,513.0,4.1806,NEAR OCEAN
154900.0,-121.05,39.23,20.0,1634.0,374.0,1053.0,390.0,1.5313,INLAND
108200.0,-117.49,34.02,35.0,2051.0,427.0,1466.0,425.0,3.6711,INLAND
265400.0,-122.29,37.76,18.0,2873.0,763.0,1243.0,663.0,5.1702,NEAR BAY
265700.0,-121.87,37.26,24.0,2383.0,343.0,1146.0,341.0,5.6223,<1H OCEAN
421600.0,-118.27,34.1,51.0,3149.0,519.0,1082.0,510.0,6.4459,<1H OCEAN
218800.0,-118.3,34.09,40.0,3058.0,1215.0,3953.0,1223.0,1.8156,<1H OCEAN
184400.0,-121.8,37.26,18.0,3631.0,947.0,2357.0,757.0,2.875,<1H OCEAN
85900.0,-119.19,36.14,41.0,759.0,140.0,408.0,129.0,3.9,INLAND
450800.0,-118.21,34.21,41.0,1676.0,263.0,757.0,255.0,4.7734,<1H OCEAN
84600.0,-119.77,36.8,32.0,3461.0,665.0,1507.0,649.0,2.9244,INLAND
22500.0,-121.29,37.95,52.0,107.0,79.0,167.0,53.0,0.7917,INLAND
122100.0,-117.36,34.48,3.0,16533.0,2549.0,7588.0,2285.0,3.9792,INLAND
83800.0,-117.27,34.13,40.0,1298.0,254.0,793.0,268.0,3.0721,INLAND
69800.0,-123.71,39.88,42.0,1518.0,383.0,656.0,303.0,1.4952,NEAR OCEAN
366300.0,-117.74,33.89,4.0,37937.0,5471.0,16122.0,5189.0,7.4947,<1H OCEAN
125000.0,-121.2,38.02,44.0,608.0,108.0,287.0,83.0,3.3882,INLAND
126700.0,-117.2,34.13,14.0,3998.0,711.0,1509.0,665.0,3.4138,INLAND
170900.0,-122.74,38.45,17.0,3064.0,588.0,1704.0,590.0,3.9329,<1H OCEAN
55000.0,-116.9,34.69,10.0,337.0,102.0,108.0,50.0,0.4999,INLAND
82100.0,-121.03,37.32,42.0,2905.0,561.0,1457.0,551.0,2.2566,INLAND
80000.0,-118.44,35.13,34.0,1170.0,290.0,602.0,266.0,1.7917,INLAND
204200.0,-121.92,37.34,35.0,357.0,120.0,377.0,99.0,3.0139,<1H OCEAN
124800.0,-120.84,37.52,16.0,4527.0,887.0,2531.0,825.0,3.7065,INLAND
206300.0,-122.39,37.72,28.0,1609.0,340.0,1064.0,290.0,1.1125,NEAR BAY
129300.0,-120.45,34.97,25.0,1920.0,380.0,1434.0,388.0,3.0368,<1H OCEAN
500001.0,-117.27,32.84,26.0,3940.0,657.0,1180.0,600.0,6.1025,NEAR OCEAN
194600.0,-118.13,33.87,20.0,3638.0,868.0,2326.0,822.0,3.3304,<1H OCEAN
122200.0,-118.37,34.03,37.0,1236.0,,966.0,292.0,3.0694,<1H OCEAN
136300.0,-117.09,32.66,46.0,844.0,147.0,423.0,161.0,3.375,NEAR OCEAN
118900.0,-121.39,38.63,30.0,2930.0,739.0,1661.0,668.0,2.7813,INLAND
88200.0,-121.37,38.7,26.0,2230.0,410.0,1155.0,377.0,3.4911,INLAND
191700.0,-117.67,34.12,15.0,3162.0,495.0,1145.0,473.0,5.3525,INLAND
296800.0,-122.89,38.4,22.0,2900.0,538.0,1445.0,515.0,4.511,<1H OCEAN
198000.0,-122.02,38.37,16.0,2495.0,331.0,1118.0,338.0,6.4894,INLAND
332600.0,-122.04,37.67,18.0,3000.0,419.0,1155.0,415.0,6.8233,NEAR BAY
500001.0,-118.9,34.19,26.0,1582.0,196.0,573.0,182.0,10.0595,<1H OCEAN
450000.0,-119.78,34.45,9.0,1830.0,353.0,1515.0,220.0,4.2109,NEAR OCEAN
209100.0,-120.68,35.51,17.0,1701.0,298.0,941.0,293.0,4.3218,<1H OCEAN
237000.0,-118.29,33.88,21.0,4946.0,1231.0,3186.0,1167.0,3.3281,<1H OCEAN
68900.0,-122.64,38.95,28.0,1503.0,370.0,522.0,268.0,1.2029,INLAND
68100.0,-117.31,34.1,52.0,1457.0,415.0,1238.0,341.0,2.0089,INLAND
53000.0,-121.61,39.13,33.0,2559.0,539.0,1583.0,504.0,1.4727,INLAND
480800.0,-122.32,37.52,17.0,6645.0,1034.0,2557.0,1032.0,6.3892,NEAR OCEAN
94600.0,-117.05,32.8,16.0,1561.0,378.0,574.0,350.0,3.0035,<1H OCEAN
101900.0,-118.22,33.88,37.0,1149.0,280.0,1016.0,250.0,2.125,<1H OCEAN
110600.0,-121.9,38.01,34.0,3779.0,766.0,2356.0,722.0,3.5129,INLAND
130600.0,-118.19,33.79,43.0,1823.0,600.0,2339.0,560.0,1.6792,NEAR OCEAN
300000.0,-118.32,33.33,52.0,2127.0,512.0,733.0,288.0,3.3906,ISLAND
112500.0,-118.23,33.9,45.0,1285.0,238.0,840.0,211.0,3.4107,<1H OCEAN
169800.0,-118.32,33.95,44.0,2131.0,360.0,1040.0,330.0,5.0912,<1H OCEAN
197900.0,-117.98,33.65,22.0,3335.0,754.0,1500.0,719.0,3.7315,<1H OCEAN
140000.0,-122.26,37.85,50.0,1120.0,283.0,697.0,264.0,2.125,NEAR BAY
187200.0,-122.14,37.7,17.0,1463.0,292.0,695.0,330.0,4.5859,NEAR BAY
139400.0,-121.19,38.85,8.0,4114.0,710.0,2268.0,716.0,4.4085,INLAND
174200.0,-121.88,37.99,16.0,3787.0,515.0,1606.0,507.0,5.5676,INLAND
67800.0,-119.35,36.19,6.0,958.0,226.0,734.0,230.0,1.0349,INLAND
48800.0,-119.82,36.75,41.0,1022.0,209.0,741.0,213.0,2.0781,INLAND
210900.0,-118.09,34.15,45.0,1345.0,356.0,749.0,327.0,2.8007,INLAND
240900.0,-122.24,37.76,52.0,1846.0,471.0,827.0,446.0,2.6833,NEAR BAY
211800.0,-117.9,33.83,33.0,3065.0,611.0,2204.0,606.0,3.8456,<1H OCEAN
150000.0,-122.73,38.46,14.0,2324.0,754.0,1026.0,677.0,1.722,<1H OCEAN
36700.0,-123.85,41.32,31.0,938.0,238.0,425.0,157.0,1.0486,<1H OCEAN
276700.0,-118.4,33.99,39.0,1613.0,380.0,1113.0,356.0,2.825,<1H OCEAN
137200.0,-117.68,34.08,28.0,2459.0,492.0,1230.0,498.0,3.0978,INLAND
156700.0,-121.46,38.57,52.0,1625.0,419.0,614.0,383.0,2.0549,INLAND
101500.0,-121.2,37.79,36.0,866.0,160.0,502.0,149.0,2.4798,INLAND
265900.0,-121.47,36.92,27.0,2049.0,417.0,1230.0,336.0,4.6477,INLAND
70700.0,-124.0,40.22,16.0,2088.0,535.0,816.0,326.0,1.319,<1H OCEAN
155700.0,-118.34,33.93,32.0,1254.0,399.0,1281.0,386.0,2.2976,<1H OCEAN
212900.0,-121.23,38.65,19.0,2926.0,476.0,1349.0,480.0,4.6437,INLAND
174000.0,-118.04,34.07,39.0,1382.0,315.0,1090.0,308.0,3.8125,<1H OCEAN
139200.0,-117.2,33.14,19.0,2025.0,414.0,1663.0,403.0,3.8147,<1H OCEAN
122100.0,-123.22,39.15,36.0,1166.0,216.0,504.0,203.0,3.5938,<1H OCEAN
137500.0,-117.21,32.8,19.0,786.0,282.0,525.0,229.0,1.7273,NEAR OCEAN
215600.0,-117.79,34.11,18.0,3814.0,721.0,1881.0,692.0,4.4722,INLAND
352100.0,-122.54,37.97,39.0,4193.0,762.0,1833.0,737.0,5.6263,NEAR BAY
164700.0,-121.83,37.99,16.0,2919.0,462.0,1456.0,453.0,5.6779,INLAND
62100.0,-121.32,37.95,36.0,747.0,189.0,338.0,145.0,1.7885,INLAND
154400.0,-121.38,38.4,15.0,4155.0,637.0,1722.0,616.0,4.8831,INLAND
162500.0,-117.66,34.09,20.0,2462.0,496.0,1117.0,458.0,3.2321,INLAND
357500.0,-119.73,34.44,38.0,1729.0,,801.0,395.0,3.1364,NEAR OCEAN
130800.0,-121.73,38.55,34.0,1717.0,393.0,1224.0,387.0,2.7917,INLAND
109400.0,-120.47,34.94,17.0,1368.0,308.0,642.0,303.0,1.8633,<1H OCEAN
221900.0,-118.11,33.82,36.0,1999.0,390.0,887.0,379.0,3.8162,<1H OCEAN
74800.0,-121.54,38.59,29.0,2242.0,493.0,1481.0,478.0,2.0781,INLAND
139400.0,-122.21,37.79,45.0,2115.0,533.0,1530.0,474.0,2.4167,NEAR BAY
450000.0,-122.41,37.59,34.0,3931.0,622.0,1717.0,621.0,6.2946,NEAR OCEAN
149100.0,-122.75,38.43,36.0,1599.0,345.0,1086.0,314.0,2.6667,<1H OCEAN
163300.0,-120.98,38.66,9.0,2073.0,404.0,916.0,373.0,3.225,INLAND
132200.0,-118.18,34.02,37.0,2631.0,734.0,3228.0,701.0,2.15,<1H OCEAN
132100.0,-117.04,34.0,21.0,4624.0,852.0,2174.0,812.0,3.5255,INLAND
111300.0,-122.21,37.78,47.0,881.0,248.0,753.0,241.0,2.625,NEAR BAY
313100.0,-118.05,33.85,25.0,2856.0,388.0,1212.0,362.0,6.1737,<1H OCEAN
141400.0,-121.41,38.58,18.0,6955.0,1882.0,2803.0,1740.0,3.089,INLAND
203300.0,-118.3,33.79,9.0,2782.0,884.0,1790.0,748.0,2.9154,<1H OCEAN
264100.0,-121.95,37.39,24.0,5230.0,934.0,3795.0,970.0,5.4228,<1H OCEAN
500001.0,-122.18,37.9,36.0,4760.0,610.0,1511.0,572.0,9.0064,NEAR BAY
271400.0,-121.86,37.23,24.0,4337.0,670.0,1936.0,652.0,5.8904,<1H OCEAN
500001.0,-122.43,37.76,52.0,2242.0,459.0,751.0,464.0,4.75,NEAR BAY
128300.0,-119.78,36.86,8.0,3468.0,675.0,1604.0,626.0,4.2071,INLAND
185100.0,-118.37,34.19,19.0,2890.0,821.0,2203.0,705.0,2.6696,<1H OCEAN
143800.0,-118.19,34.11,26.0,1638.0,457.0,1155.0,437.0,3.4227,<1H OCEAN
225400.0,-118.59,34.21,34.0,2389.0,521.0,1560.0,514.0,4.8333,<1H OCEAN
59700.0,-119.66,36.34,32.0,1338.0,276.0,859.0,286.0,2.6397,INLAND
185400.0,-119.19,34.15,31.0,4175.0,1004.0,3310.0,954.0,3.1989,NEAR OCEAN
245100.0,-118.55,34.23,25.0,4409.0,1018.0,4579.0,1010.0,2.8727,<1H OCEAN
151100.0,-118.13,34.01,40.0,2412.0,629.0,2119.0,600.0,2.075,<1H OCEAN
48300.0,-121.25,37.93,31.0,1673.0,382.0,1734.0,400.0,2.0833,INLAND
74300.0,-121.54,38.58,30.0,4648.0,1252.0,2524.0,1089.0,1.3177,INLAND
235200.0,-117.35,33.96,25.0,2396.0,316.0,951.0,314.0,8.2405,INLAND
275700.0,-122.5,37.74,44.0,2527.0,518.0,1434.0,444.0,3.875,NEAR OCEAN
500001.0,-122.64,37.96,29.0,377.0,58.0,151.0,67.0,9.5551,NEAR OCEAN
80600.0,-118.31,36.94,35.0,2563.0,530.0,861.0,371.0,2.325,INLAND
268700.0,-122.48,37.68,31.0,3506.0,653.0,2296.0,645.0,5.5647,NEAR OCEAN
97400.0,-117.44,34.09,24.0,3477.0,831.0,2541.0,753.0,2.3682,INLAND
100000.0,-119.65,36.51,30.0,1671.0,319.0,966.0,282.0,3.1333,INLAND
180800.0,-118.28,33.85,27.0,489.0,98.0,403.0,97.0,5.144,<1H OCEAN
339700.0,-117.87,34.04,7.0,27700.0,4179.0,15037.0,4072.0,6.6288,<1H OCEAN
205600.0,-118.46,34.2,22.0,4855.0,1350.0,2519.0,1258.0,3.0893,<1H OCEAN
62500.0,-120.0,35.91,16.0,259.0,53.0,131.0,38.0,3.125,INLAND
134200.0,-122.92,38.97,20.0,2067.0,384.0,904.0,333.0,2.9934,<1H OCEAN
169500.0,-116.99,32.72,15.0,825.0,130.0,334.0,131.0,4.0391,<1H OCEAN
500001.0,-118.47,34.06,45.0,1271.0,190.0,419.0,171.0,7.6447,<1H OCEAN
275000.0,-118.25,34.05,8.0,3105.0,1256.0,1086.0,997.0,0.8131,<1H OCEAN
70000.0,-118.29,34.06,42.0,3894.0,2293.0,6846.0,2156.0,1.5553,<1H OCEAN
196100.0,-118.7,34.28,25.0,2377.0,491.0,1200.0,439.0,4.7083,<1H OCEAN
142800.0,-122.75,38.46,13.0,4323.0,1020.0,2566.0,728.0,3.0147,<1H OCEAN
89200.0,-121.23,37.95,36.0,811.0,168.0,514.0,152.0,2.625,INLAND
78800.0,-122.31,40.89,18.0,754.0,161.0,247.0,107.0,2.2583,INLAND
225000.0,-119.73,36.73,7.0,2461.0,647.0,1587.0,551.0,1.4007,INLAND
51600.0,-122.23,40.15,14.0,2297.0,573.0,1637.0,551.0,1.787,INLAND
73500.0,-121.63,39.15,27.0,2991.0,637.0,1419.0,606.0,1.8849,INLAND
300000.0,-118.88,34.21,26.0,1590.0,196.0,654.0,199.0,6.5851,<1H OCEAN
84300.0,-120.76,37.65,25.0,3214.0,682.0,2319.0,640.0,2.0385,INLAND
500001.0,-122.08,37.84,17.0,1320.0,159.0,1722.0,141.0,11.7064,NEAR BAY
157600.0,-118.45,34.23,15.0,5738.0,1767.0,4620.0,1581.0,2.3584,<1H OCEAN
65600.0,-119.82,36.77,36.0,2252.0,468.0,1117.0,442.0,2.9081,INLAND
434500.0,-122.16,37.89,32.0,1779.0,241.0,721.0,258.0,8.7589,NEAR BAY
171700.0,-121.83,37.36,29.0,4045.0,885.0,3036.0,845.0,3.1982,<1H OCEAN
120700.0,-117.39,33.95,35.0,1599.0,284.0,721.0,287.0,4.125,INLAND
306700.0,-122.47,37.68,31.0,4077.0,777.0,2544.0,738.0,4.5337,NEAR OCEAN
118300.0,-117.12,32.75,37.0,2344.0,546.0,1134.0,513.0,2.4394,NEAR OCEAN
90400.0,-118.28,33.92,39.0,1274.0,282.0,975.0,277.0,1.5114,<1H OCEAN
83800.0,-121.59,39.74,17.0,1646.0,330.0,750.0,344.0,2.3798,INLAND
156400.0,-118.2,34.11,52.0,1901.0,525.0,1856.0,480.0,3.0,<1H OCEAN
365900.0,-118.38,34.15,36.0,2933.0,619.0,1115.0,579.0,4.3036,<1H OCEAN
500001.0,-118.54,34.05,33.0,6778.0,1092.0,2540.0,1052.0,8.565,<1H OCEAN
151800.0,-121.37,38.63,30.0,5996.0,1018.0,2532.0,1049.0,4.6127,INLAND
192200.0,-121.41,36.84,23.0,1771.0,356.0,1105.0,338.0,3.7049,INLAND
156300.0,-121.16,38.03,28.0,253.0,50.0,201.0,51.0,1.4732,INLAND
74500.0,-122.56,40.75,20.0,1182.0,250.0,512.0,210.0,1.7935,INLAND
154700.0,-118.19,33.99,35.0,1172.0,436.0,1741.0,408.0,2.4596,<1H OCEAN
70500.0,-122.24,40.19,29.0,1912.0,336.0,859.0,325.0,3.7,INLAND
168800.0,-122.83,38.58,17.0,5199.0,1023.0,2036.0,890.0,3.2452,<1H OCEAN
163900.0,-118.36,33.95,42.0,1139.0,302.0,1283.0,306.0,4.1635,<1H OCEAN
198400.0,-120.83,37.51,13.0,3795.0,604.0,1639.0,609.0,4.6635,INLAND
213500.0,-122.26,37.85,52.0,2491.0,474.0,1098.0,468.0,3.075,NEAR BAY
255900.0,-118.34,33.87,34.0,1069.0,217.0,601.0,212.0,4.6406,<1H OCEAN
259600.0,-118.33,33.86,36.0,854.0,160.0,473.0,150.0,6.3992,<1H OCEAN
240000.0,-118.35,33.89,30.0,1143.0,299.0,776.0,273.0,4.2829,<1H OCEAN
108300.0,-120.76,38.73,17.0,512.0,129.0,314.0,140.0,1.5625,INLAND
100100.0,-121.43,38.55,44.0,3514.0,714.0,1509.0,656.0,2.7333,INLAND
175000.0,-122.29,37.87,44.0,2539.0,755.0,1382.0,713.0,2.537,NEAR BAY
149700.0,-118.22,34.09,42.0,1706.0,488.0,1941.0,447.0,2.5213,<1H OCEAN
101100.0,-118.3,33.99,47.0,2212.0,533.0,1903.0,554.0,1.9853,<1H OCEAN
